,id,name,url_path
231,2027899,La Cabanita,/restaurant/la-cabanita-118-burr-ridge-pkwy-burr-ridge/2027899
232,2455657,JJ Fish & Chicken,/restaurant/jj-fish--chicken-528-mannheim-rd-hillside/2455657
233,3120961,Kiki's Too,/restaurant/kikis-too-146-n-19th-ave-melrose-park/3120961
234,2252259,El Alegre Burrito,/restaurant/el-alegre-burrito-7193-w-grand-ave-chicago/2252259
235,2865335,Home Run Inn Pizza,/restaurant/home-run-inn-pizza-6825-cermak-road-berwyn/2865335
236,2584426,The Dinner Club,/restaurant/the-dinner-club-359-north-la-grange-road-la-grange-park/2584426
237,2673785,Lucca Osteria & Bar,/restaurant/lucca-osteria--bar-1415-w-22nd-st-oak-brook/2673785
238,1575631,Saban's Place,/restaurant/sabans-place-9507-joliet-road-hodgkins/1575631
239,3236255,Auntie Anne's IL-162-1,/restaurant/auntie-annes-il-162-1-7501-cermak-rd-riverside/3236255
240,2018584,Josie's Dumplings,/restaurant/josies-dumplings-6733-west-pershing-road-stickney/2018584
241,2329523,Emilio's Pizza,/restaurant/emilios-pizza-8537-s-harlem-ave-burbank/2329523
242,1933927,La Estancia Inc.,/restaurant/la-estancia-inc-25-forest-ave-riverside/1933927
243,1537213,Tello's Beef Maxwell St,/restaurant/tellos-beef-maxwell-st-711-w-roosevelt-rd-maywood/1537213
244,1982522,Harlo Grill,/restaurant/harlo-grill-2300-w-north-ave-melrose-park/1982522
245,1718863,Les Brothers Restaurant,/restaurant/les-brothers-restaurant-8705-s-ridgeland-ave-oak-lawn/1718863
246,2856100,Dulce Mami Cafe - 35th St,/restaurant/dulce-mami-cafe---35th-st-5612-w-35th-st-cicero/2856100
247,339427,Mr. Sub (The Original),/restaurant/mr-sub-the-original-6341-26th-st-berwyn/339427
248,2167335,P J Klem's Restaurant & Banqu Et,/restaurant/p-j-klems-restaurant--banqu-et-8000-ogden-avenue-lyons/2167335
249,2379205,Oaked,/restaurant/oaked-18-w-harris-ave-la-grange/2379205
250,3237766,Super Taco Express 2,/restaurant/super-taco-express-2-4949-butterfield-road-hillside/3237766
251,3019369,Healthy Substance,/restaurant/healthy-substance-6852-w-archer-ave-chicago/3019369
252,63118,Asian Express,/restaurant/asian-express-902-w-north-ave-melrose-park/63118
253,2378803,Capital Greens,/restaurant/capital-greens-18-w-harris-ave-la-grange/2378803
254,3225824,Don't Grill My Cheese,/restaurant/dont-grill-my-cheese-713-roosevelt-rd-maywood/3225824
255,2756194,Duncan & Dadas BBQ Company,/restaurant/duncan--dadas-bbq-company-10159-w-cermak-rd-westchester/2756194
256,3164697,St. Bess Jerk,/restaurant/st-bess-jerk-9348-s-roberts-rd-hickory-hills/3164697
257,2872699,Hibachi Ko Lombard,/restaurant/hibachi-ko-lombard-747-e-butterfield-rd-lombard/2872699
258,3240168,Positano's Pizza ,/restaurant/positanos-pizza-4312-w-55th-st-chicago/3240168
259,3228894,"Desserts, Yes Please!",/restaurant/desserts-yes-please-9430-south-roberts-road-hickory-hills/3228894
260,3239458,Thai Neighbor,/restaurant/thai-neighbor-250-chicago-ave-oak-park/3239458
261,1903919,Benny's Pizzeria,/restaurant/bennys-pizzeria-6806-26th-street-berwyn/1903919
262,1421725,Wing King,/restaurant/wing-king-2417-roosevelt-rd-broadview/1421725
263,1575659,Taqueria El Milagro,/restaurant/taqueria-el-milagro-7501-cermak-rd-north-riverside/1575659
264,1563937,Overseas China Restaurant,/restaurant/overseas-china-restaurant-6846-cermak-road-berwyn/1563937
265,1141223,Scoreboard Sports Bar & Grill,/restaurant/scoreboard-sports-bar--grill-7109-roosevelt-rd-berwyn/1141223
266,2391417,Brasas,/restaurant/brasas-1246-s-50th-ave-cicero/2391417
267,2436480,Jelly-Jam Pancake House & Restaurant,/restaurant/jelly-jam-pancake-house--restaurant-3205-s-harlem-ave-berwyn/2436480
268,3053625,Pop's Place,/restaurant/pops-place-8418-grand-ave-river-grove/3053625
269,2431348,Harvest 365 Restaurant & Fresh Grill,/restaurant/harvest-365-restaurant--fresh-grill-7610-west-roosevelt-road-oak-park/2431348
270,3237780,Carniceria El Novillo,/restaurant/carniceria-el-novillo-3505-s-central-ave-cicero/3237780
271,1444113,Sbarro,/restaurant/sbarro-7501-w-cermak-rd-riverside/1444113
